numenq,sch_lev,farm_f,trad_f,exec_f,tech_f,whc_f,blc_f,noocc_f,farm_m,trad_m,exec_m,tech_m,whc_m,blc_m,noocc_m,orfr,oroecd,orother,foreign,late6,urban,male,age98,date_first,full_first,wage_first,employed_36,full_36,wage_36,experience_36,employed_60,full_60,wage_60,experience_60
512631,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,12,1,1175,1,1,1500,24,1,1,1500,48
502605,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,29,7,1,871,1,1,1156,21,1,1,1156,45
510840,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1342,1,1,1151,23,1,1,1151,47
301521,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,14,1,1455,1,1,1494,22,1,1,3392,46
500470,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,24,20,1,1220,1,0,1220,16,1,1,1400,40
409528,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22,18,1,1221,1,1,2357,18,1,1,2357,42
500024,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,24,15,1,1265,1,1,1486,21,1,1,1486,45
411375,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,7,1,1143,1,1,1230,29,1,1,1230,53
511783,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,12,1,1753,1,1,2210,24,1,1,3167,48
510793,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,13,1,1365,1,1,1600,23,1,1,1600,47
504079,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,21,12,1,1296,1,1,1602,24,1,1,1602,48
510140,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,12,1,1372,1,1,1602,24,1,1,1602,48
402007,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,6,1,1585,1,1,2550,30,1,1,2550,54
516601,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,13,1,1779,1,1,1918,23,1,1,1918,47
409599,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,23,7,1,1261,1,1,1261,29,1,1,1347,53
c02142,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,0,1,0,22,9,1,810,1,1,1087,26,1,1,1087,50
503022,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,28,2,1,1261,1,1,1738,34,1,1,1738,58
516326,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,12,1,1403,1,1,1449,24,1,1,1458,48
410683,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,1220,1,1,1189,8,1,1,1372,32
514591,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,13,1,1829,1,1,1524,22,1,1,1778,44
a02116,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,29,14,1,1372,1,1,1685,22,1,1,1685,46
506685,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,15,1,1261,1,1,1296,21,1,1,1296,45
508032,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,17,1,1189,1,1,1625,19,1,1,1625,43
d08816,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,12,1,1064,1,1,1322,22,1,1,1322,46
500917,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,13,1,1143,1,1,1148,23,1,1,1300,47
e00369,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22,16,1,2287,1,1,2223,20,1,1,2223,44
a01065,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,7,1,1270,1,1,1600,29,1,1,1600,53
412450,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,7,1,1585,1,1,1543,23,1,1,1543,47
516481,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,13,1,1618,1,1,1464,23,1,1,1464,47
405841,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,827,1,1,931,29,1,1,931,53
403715,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,10,1,823,1,1,1225,26,1,1,1225,50
a00023,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,10,1,1829,1,1,2600,26,1,1,2600,50
a02071,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,27,14,1,1433,1,1,1651,22,1,1,1651,46
a04173,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,11,1,1037,1,1,1321,25,1,1,1379,49
410845,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,9,1,915,1,1,1877,27,1,1,1877,51
508645,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26,12,1,1235,1,1,1880,24,1,1,1500,48
305189,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,7,1,1024,1,1,1070,29,1,1,915,53
301112,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20,9,1,1354,1,1,1143,27,1,1,1143,51
500991,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,1,1372,1,1,1492,23,1,1,1492,47
411348,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,1067,1,1,1159,22,1,1,1159,46
500961,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,10,1,1006,1,1,1143,26,1,1,1143,50
506248,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1296,1,1,1414,24,1,1,1414,48
509375,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1753,1,1,1589,23,1,1,1589,47
508158,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,33,12,1,1372,1,1,1791,24,1,1,1791,48
410084,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,8,1,1296,1,1,1296,16,1,1,1296,40
411400,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,21,25,1,1082,1,1,1614,11,1,1,1614,35
407139,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,12,1,762,1,1,1322,24,1,1,1227,39
d05548,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,6,1,871,1,1,1110,30,1,1,1689,54
505428,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,9,0,1067,1,1,1067,27,1,1,1067,51
404810,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,25,1,825,1,1,1105,11,1,1,1105,35
504695,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23,29,,700,1,1,700,7,1,1,700,31
309024,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23,12,1,1296,1,0,1296,24,1,0,1296,48
503152,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,13,1,1202,1,1,1689,23,1,1,1689,47
316654,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21,8,1,810,1,1,980,26,1,1,980,50
518141,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,0,1,1,0,22,12,1,1122,1,1,1651,24,1,1,1651,48
a02578,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,13,1,1326,1,1,1631,23,1,1,1631,47
505347,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1494,1,1,1700,24,1,1,1700,48
400602,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,23,19,1,1220,1,1,1652,17,1,1,1652,41
a03671,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,13,1,1509,1,1,1625,23,1,1,1625,47
a03089,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1591,1,1,1600,23,1,1,1600,47
511666,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23,15,1,1357,1,1,1561,20,1,1,1561,44
511078,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,0,24,13,1,1235,1,1,1517,23,1,1,1845,47
311408,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,23,10,1,1213,1,1,1296,26,1,1,1296,50
412690,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,7,1,838,1,1,945,29,1,1,1192,53
400455,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,8,1,915,1,1,1524,28,1,1,1524,52
318422,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,7,1,760,1,1,939,23,1,1,1067,45
407036,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,22,7,1,1189,1,1,1403,19,1,1,1372,35
518364,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,13,1,1433,1,1,1651,23,1,1,1651,47
506183,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,23,7,1,1281,1,1,1436,29,1,1,1436,53
510750,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,16,1,1261,1,1,1517,17,1,1,1517,41
317121,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,12,1,1281,1,1,1817,24,1,1,1817,48
304947,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,24,8,1,1220,1,1,1437,22,1,1,1437,46
c04831,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,24,18,1,915,1,1,1342,18,1,1,1342,42
516838,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,12,1,1204,1,1,1644,24,1,1,1644,48
409060,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,1156,1,1,1500,29,1,1,1500,53
b15123,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,945,1,1,1540,29,1,1,1540,53
a01409,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,21,8,1,869,1,1,915,28,1,1,915,52
516175,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,21,13,1,1411,1,1,1372,23,1,1,1372,47
319431,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1311,1,1,1619,23,1,1,1619,47
514875,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,1296,1,1,1464,24,1,1,1570,48
408909,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,7,1,861,1,1,1372,29,1,1,1677,53
c02668,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,7,1,1906,1,1,1651,29,1,1,1651,53
501447,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,12,1,1111,1,1,1500,24,1,1,1500,48
305860,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,7,1,917,1,1,1283,29,1,1,2102,53
514042,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1471,1,1,1563,23,1,1,1500,47
d04924,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,12,1,2401,1,1,1380,24,1,1,1380,48
a00592,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,29,7,1,1829,1,1,1829,29,1,1,1829,53
303528,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,13,1,1229,1,1,1143,23,1,1,1296,47
518831,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,14,0,2502,1,1,2502,22,1,1,2502,46
d02796,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,27,7,1,1372,1,1,2287,29,1,1,2287,53
516680,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,26,13,1,1128,1,1,1494,23,1,1,1494,47
507960,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,13,1,1265,1,1,1766,23,1,1,1766,47
507689,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,22,13,1,1342,1,1,1475,23,1,1,1475,47
800751,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,12,1,1265,1,1,1645,24,1,1,1645,48
516276,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,13,1,1372,1,1,1296,22,1,1,1524,43
406968,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,13,1,808,1,1,1143,23,1,1,1143,47
409384,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,23,10,0,590,1,1,590,26,1,1,590,50
519050,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,13,1,1197,1,1,1486,23,1,1,1486,47
502178,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1364,1,1,1626,23,1,1,1626,47
503715,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,25,13,1,1339,1,1,1778,14,1,1,1778,38
405604,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,21,22,1,945,1,1,1059,14,1,1,1098,38
a00283,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,11,1,1037,1,1,1932,25,1,1,1932,49
a00266,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,13,1,1410,1,1,2478,23,1,1,2478,47
316333,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,7,1,915,1,1,1322,29,1,1,1322,53
319325,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,26,12,1,915,1,1,1296,24,1,0,1479,48
d06520,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,22,13,1,842,1,1,920,23,1,1,920,47
502852,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,12,1,1189,1,1,1575,24,1,1,1575,48
a05278,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,19,1,810,1,1,877,17,1,1,1118,41
e04339,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,10,1,799,1,1,1875,19,1,1,1100,43
c04605,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,6,1,854,1,1,1113,30,1,1,1113,54
a03191,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,25,7,1,1261,1,1,1074,27,1,1,1322,51
502201,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,10,1,884,1,1,930,26,1,1,930,50
406464,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,14,1,896,1,1,917,22,1,1,917,46
503275,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1599,1,1,1575,23,1,1,1575,47
a01686,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,27,8,1,869,1,1,1441,22,1,1,1441,46
508840,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,14,1,1143,1,1,1651,22,1,1,1651,46
a06094,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,22,10,1,1982,1,1,1881,14,1,1,1881,38
a05088,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,21,14,1,810,1,1,1322,10,1,1,1372,34
511430,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,,0,31,7,1,1271,1,1,1464,29,1,1,1464,53
d09133,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21,13,1,859,1,1,884,21,1,1,1219,45
501866,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,13,1,1311,1,0,1311,23,1,0,1311,47
a00328,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24,12,1,1311,1,1,2325,24,1,1,2325,48
520185,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,12,1,1372,1,1,1638,24,1,1,1638,48
410025,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,25,1,686,1,1,920,11,1,1,920,35
c01342,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,6,1,1372,1,1,1420,19,1,1,1420,43
512511,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,896,1,1,1000,24,1,1,1000,48
402395,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,20,7,1,1239,1,1,1650,26,1,1,1650,50
c00948,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,8,1,932,1,1,1701,28,1,1,1701,52
316393,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,18,1,1220,1,1,1347,18,1,1,1347,42
401727,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,20,10,1,610,1,1,1677,26,1,1,1982,50
404738,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,20,6,1,908,1,1,1322,30,1,1,1322,54
404686,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,23,10,1,1143,1,1,1775,26,1,1,1775,50
513205,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,22,25,1,1524,1,1,1651,11,1,1,1651,35
404811,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,14,1,1143,1,1,1445,22,1,1,1445,46
507435,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,13,1,1357,1,1,1537,23,1,1,1537,47
b06713,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,14,1,915,1,1,1565,22,1,1,1565,46
b11122,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,827,1,1,1024,29,1,1,975,53
b17876,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,22,7,,737,1,1,737,29,1,1,737,53
a02209,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,12,1,1220,1,0,1220,24,1,0,1220,48
410269,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,24,17,1,1067,1,1,1250,19,1,1,1250,43
506280,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21,13,1,1372,1,1,1400,23,1,1,1400,47
a01191,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20,8,1,886,1,1,1074,28,1,1,1074,52
404349,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,19,7,1,859,1,1,1083,29,1,1,1083,53
c04374,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,22,23,,1689,1,1,1689,13,1,1,1689,37
a06150,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24,12,1,1220,1,1,1220,24,1,1,1625,48
403381,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,22,17,1,1150,1,1,1403,19,1,1,1619,43
409645,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,22,7,1,762,1,1,1296,29,1,1,1296,53
512770,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,24,14,1,1265,1,1,1588,22,1,1,1588,46
412681,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,22,9,1,991,1,1,1411,16,1,1,1411,40
c04443,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,8,1,823,1,1,1172,28,1,1,1172,52
a00541,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,9,1,810,1,1,1159,26,1,1,1168,46
410294,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,21,8,1,1220,1,1,1400,28,1,1,1400,52
a04684,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,24,23,1,1250,1,1,1580,13,1,1,1580,37
d08337,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,22,7,1,963,1,1,1492,27,1,1,1492,51
b09555,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,23,10,1,838,1,1,1042,14,1,1,1677,38
d06333,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1220,1,1,1200,23,1,1,1200,47
311257,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,13,1,1372,1,1,1569,23,1,1,1569,47
407597,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,10,1,810,1,1,983,26,1,1,1010,50
d00098,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,7,1,1247,1,1,1423,29,1,1,1423,53
b08778,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,19,7,1,889,1,1,1423,29,1,1,1423,53
319037,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,31,13,1,1464,1,0,1464,23,1,0,1464,47
512162,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,12,1,1418,1,1,1408,24,1,1,1408,48
700030,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,23,7,1,1651,1,1,4000,29,1,1,4000,53
411804,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21,25,1,916,1,1,916,11,1,1,1372,32
310094,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,21,9,1,1599,1,1,1983,27,1,1,2000,51
508762,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,12,1,1523,1,1,1625,24,1,1,1625,48
506089,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,13,1,1067,1,1,1569,23,1,1,1569,47
505351,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,28,12,1,1271,1,1,1580,24,1,1,1580,48
306993,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21,7,1,1123,1,1,1156,29,1,1,1156,53
d07805,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,12,1,802,1,1,869,24,1,1,1450,48
507761,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,1,1281,1,1,1382,23,1,1,1382,47
c02228,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,9,1,838,1,1,1083,22,1,1,1083,46
a02904,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21,13,1,1453,1,1,1632,23,1,1,1632,47
409970,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,7,1,1296,1,1,1625,29,1,1,1625,53
508382,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,13,1,1111,1,1,1110,23,1,1,1778,45
d06646,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,26,3,1,958,1,1,1055,33,1,1,1408,57
604455,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,7,1,610,1,1,1300,29,1,1,1450,53
307342,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,8,1,1296,1,1,1517,28,1,1,1517,52
309868,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,13,1,1204,1,1,1625,23,1,1,1625,47
400500,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,24,25,1,1143,1,1,1464,11,1,1,1464,35
516247,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,13,1,1261,1,1,1651,23,1,1,1651,47
316887,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,1,884,1,1,1167,29,1,1,1167,53
513023,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,13,1,1486,1,1,1519,23,1,1,1519,47
d05527,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1067,1,1,1448,23,1,1,2495,47
c04670,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23,10,1,976,1,1,1158,26,1,1,1158,50
503211,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,13,1,1635,1,1,1715,23,1,1,1715,47
516946,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,13,1,1250,1,0,1327,23,1,0,1327,47
